Huc 4th Name,Huc 5th Name,Huc 6th Code,Huc 6th Name,Total HUC Area   ,FS HUC Area,Total Perennial Stream Length,Total ECA Area,Perennial Stream Length Under Non-shading Covertypes,0 - 2% Gradient Perennial Stream Length,0 - 2% Gradient Perennial Stream Length w/in Active Allotment,Perennial Stream Length w/in 300' of Roads,Total Road Length,Number of Barriers on 2nd Order Streams,Number of Barriers on 3rd+ Order Streams,Portion of HUC over External FS Boundary ,Portion of Watershed in ECA,Portion of Perennial Streams under Non-shading Covertype,Portion of Total 0 - 2% Gradient Perennial Stream Length w/in Active Allotment,Portion of Total Perennial Stream Length w/in 300' of Roads,Road Density,Number of Barriers on 2nd Order Streams,Number of Barriers on 3rd+ Order Streams,Portion of Watershed in ECA,Portion of Perennial Streams under Non-shading Covertype,Portion of Total 0 - 2% Gradient Perennial Stream Length w/in Active Allotment,Portion of Total Perennial Stream Length w/in 300' of Roads,Road Density Rating,Barriers by Stream Order  Rating,RCA,Drainage Network,Road Density / Location,Barriers,Large Woody Debris,Sediment,Embeddedness,Temperature,Off-channel Habitat,Floodplain Connectivity,Streambank Stability,Width-Depth Ratio,Peak/Base Flows,Pool Frequency/Quality,Large Pools,INTEGRATED 6th Level HUC Rating
Blackfoot,Headwaters Blackfoot River ,170102030203,Upper Alice Creek,12566.87012,11507.62891,11.55691147,4849.88888,6.224274635,3.284204721,3.284204721,2.371777534,8.374094963,0,0,91.57116132,42.14498849,53.85759553,100,20.5225898,0.465727633,0,0,FUR,FUR,FUR,FUR,FA,FA,FUR,FA,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Blackfoot,Headwaters Blackfoot River ,170102030204,Lower Alice Creek,11703.00977,7438.688965,8.369234085,1590.379789,5.575779915,3.555205822,0,3.653740644,37.62366486,0,0,63.56218709,21.37983987,66.62234391,0,43.65681025,3.237014698,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Blackfoot,Headwaters Blackfoot River ,170102030205,Hogum Creek,7634.025879,6851.541504,7.08795929,107.5692295,2.054074287,0.288769156,0,3.666059971,21.53953934,1,0,89.75004293,1.570000407,28.97976982,0,51.72236212,2.012000536,1,0,FA,FUR,FA,FUR,FAR,FAR,FUR,FAR,FUR,FAR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Blackfoot,Headwaters Blackfoot River ,170102030206,Hardscrabble Creek-Blackfoot River,12480.02734,3348.976807,1.674456,17.97579002,1.674455643,1.228515148,0.151224017,0.261472672,4.669910908,0,0,26.83469127,0.536754688,99.99997868,12.30949551,15.61538028,0.892434661,0,0,FA,FUR,FAR,FUR,FA,FA,FUR,FA,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FAR,FAR,FA,FUR,FUR,FUR
Blackfoot,Keep Cool Creek-Blackfoot River,170102030301,Humbug Creek,11404.14746,5338.006836,3.22743082,77.06192642,0,0,0,1.107494831,17.33298874,0,0,46.80759219,1.44364608,0,0,34.31506027,2.078137615,0,0,FA,FA,FA,FUR,FAR,FA,FAR,FAR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FAR,FAR,FAR,FAR,FAR,FUR
Blackfoot,Keep Cool Creek-Blackfoot River,170102030302,Poorman Creek,25794.49609,23645.75,21.48182678,458.0367695,1.798746109,2.102370024,0,11.29868603,73.04821777,3,2,91.66974969,1.937078627,8.373338671,0,52.59648607,1.977135822,3,2,FA,FA,FA,FUR,FAR,FUR,FAR,FAR,FUR,FUR,FAR,FUR,FUR,FA,FAR,FUR,FAR,FAR,FAR,FAR,FAR,FUR
Blackfoot,Keep Cool Creek-Blackfoot River,170102030303,Beaver Creek,11620.86621,8858.985352,14.5328455,1739.058703,0,0.65927732,0.378904164,3.393603563,28.82541466,3,0,76.23343382,19.63045015,0,57.47265263,23.35126705,2.082435476,3,0,FA,FA,FUR,FUR,FAR,FAR,FUR,FAR,FUR,FAR,FAR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FAR,FAR,FAR,FUR
Blackfoot,Keep Cool Creek-Blackfoot River,170102030304,Keep Cool Creek,22843.36719,13441.31445,12.33502483,3183.527473,1.138996243,0.911657691,0.911657691,4.117344379,34.84252548,3,0,58.84121346,23.68464397,9.233838267,100,33.37929543,1.659005627,3,0,FA,FA,FUR,FUR,FAR,FAR,FUR,FAR,FUR,FAR,FAR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FAR,FAR,FAR,FUR
Blackfoot,Keep Cool Creek-Blackfoot River,170102030305,Lincoln Gulch,7554.232422,5612.737305,3.305528164,178.3990219,1.184425473,0,0,1.094529867,22.55213356,0,0,74.29924037,3.178467336,35.83165577,0,33.11210229,2.571537682,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Blackfoot,Keep Cool Creek-Blackfoot River,170102030306,Willow Creek,12102.41016,5880.693359,6.499528885,103.0212699,1.643298388,0,0,2.889604807,22.84116554,0,0,48.59109286,1.751855838,25.28334618,0,44.4586809,2.485820133,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Blackfoot,Keep Cool Creek-Blackfoot River,170102030307,Sauerkraut Creek,8526.533203,4938.286133,3.467093945,106.991583,1.373354197,0,0,1.817593813,20.39852524,0,0,57.91669387,2.166573182,39.61110425,0,52.42412931,2.643641094,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Blackfoot,Keep Cool Creek-Blackfoot River,170102030308,Town of Lincoln-Blackfoot River,15457.48047,3104.273682,3.486868382,66.64893572,0.351961315,0.351961017,0,3.086308002,6.325261116,0,0,20.08266281,2.147005791,10.09390882,0,88.51231718,1.30406257,0,0,FA,FAR,FA,FUR,FAR,FA,FAR,FAR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FAR,FAR,FAR,FUR,FUR,FUR
Blackfoot,Keep Cool Creek-Blackfoot River,170102030309,Arrastra Creek,15089.01563,8670.709961,9.381763458,1572.114504,0.097327165,1.664111257,0,1.101231813,17.56144142,2,0,57.46372178,18.13132386,1.037408004,0,11.73800446,1.296240165,2,0,FA,FA,FA,FAR,FAR,FAR,FAR,FAR,FAR,FAR,FA,FAR,FAR,FA,FAR,FAR,FAR,FAR,FAR,FA,FA,FAR
Blackfoot,Keep Cool Creek-Blackfoot River,170102030310,Moose Creek-Blackfoot River,20042.10742,8987.582031,5.637712479,232.7655852,3.267876625,1.514976025,0.071197435,2.166873932,34.44075012,0,0,44.84349795,2.589857699,57.9645847,4.699575031,38.43533951,2.45250391,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Blackfoot,Nevada Creek,170102030401,Headwaters Nevada Creek,25266.08203,18165.00391,22.33101845,71.77183537,0.283300638,0.988388956,0.779982626,3.713023424,18.29942703,0,0,71.89481887,0.395110487,1.268641816,78.91454283,16.62720145,0.644736074,0,0,FA,FA,FUR,FUR,FA,FA,FUR,FA,FUR,FA,FAR,FUR,FUR,FA,FUR,FUR,FAR,FAR,FA,FAR,FAR,FUR
Blackfoot,Nevada Creek,170102030403,Washington Creek,8016.70459,4947.174316,3.577590227,6.978780746,0.31429404,0,0,0.787328124,1.803046823,0,0,61.7108222,0.141065996,8.785076548,0,22.00721922,0.233254358,0,0,FA,FA,FA,FUR,FA,FA,FAR,FA,FUR,FA,FAR,FAR,FAR,FA,FAR,FUR,FA,FA,FA,FAR,FAR,FAR
Blackfoot,Nevada Creek,170102030404,Jefferson Creek,6801.679688,2663.376953,2.60581255,41.64693443,0,0,0,2.165932655,9.537873268,0,0,39.15763569,1.563689075,0,0,83.11928097,2.291916991,0,0,FA,FA,FA,FUR,FAR,FA,FAR,FAR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FAR,FAR,FAR,FAR,FAR,FUR
Blackfoot,Nevada Creek,170102030405,Buffalo Gulch,9163.250977,4843.094727,4.991408825,153.9376854,0.857494473,0,0,2.125276327,25.04367447,0,0,52.85345495,3.178498338,17.17940772,0,42.57868673,3.309444181,0,0,FA,FAR,FA,FUR,FUR,FA,FAR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Blackfoot,Nevada Creek,170102030407,Middle Nevada Creek,18052.85742,4114.630371,2.608138323,99.44156885,1.1711303,0,0,1.111129642,25.70343208,0,0,22.792128,2.416780121,44.90292135,0,42.60240464,3.997976743,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Blackfoot,Nevada Creek,170102030415,Lower Nevada Creek,31377.9707,4374.504395,3.60798192,221.8065572,0.8385427,0,0,0.74813652,24.34493256,0,0,13.94132347,5.07043855,23.24132212,0,20.73559504,3.561719324,0,0,FA,FAR,FA,FUR,FUR,FA,FAR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Blackfoot,Upper North Fork Blackfoot River,170102030601,Meadow Creek,11881.00098,11880.42676,16.01584053,267.5205021,2.889944553,7.439581394,0,0,0,0,0,99.99516691,2.251775189,18.04428901,0,0,0,0,0,FA,FAR,FA,FA,FA,FA,FA,FA,FA ,FA,FAR,FA,FA,FA,FAR,FA,FA,FA,FA,FAR,FAR,FA
Blackfoot,Upper North Fork Blackfoot River,170102030602,Mineral Creek,9494.65332,9485.768555,12.91041183,206.2742424,0.004370506,3.226083517,0,0,0,0,0,99.90642349,2.174565416,0.033852568,0,0,0,0,0,FA,FA,FA,FA,FA,FA,FA,FA,FA ,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
Blackfoot,Upper North Fork Blackfoot River,170102030603,East Fork North Fork Blackfoot River,20692.19141,19742.75781,35.44684219,320.8815123,9.40340519,9.975392342,0,0,0,0,0,95.4116334,1.625312509,26.52818872,0,0,0,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FA,FUR,FA,FA,FA,FA,FAR,FAR,FA
Blackfoot,Lower North Fork Blackfoot River,170102030703,Rock Creek,25419.4707,3669.416748,1.991198778,223.0312255,0.142250925,0.142251059,0,0.350269675,14.59517479,0,0,14.43545694,6.078111068,7.143984145,0,17.59089443,2.545612152,0,0,FA,FA,FA,FUR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FUR,FAR,FAR,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Blackfoot,Lower North Fork Blackfoot River,170102030704,Ward Creek,8096.320801,2320.874756,0,21.49701898,0,0,0,0,7.892634869,0,0,28.6657954,0.926246404,0,0,0,2.176457951,0,0,FA,FA,FA,FA,FAR,FA,FA,FAR,FA,FA,FA,FAR,FAR,FA,FA,FAR,FAR,FAR,FAR,FA,FA,FAR
Middle Kootenai,Gold Creek,170101010506,Bloom Creek,39350.55859,2225.726074,0.973649681,95.6946888,0,0,0,0,0,0,0,5.656148613,4.299481859,0,0,0,0,0,0,FA,FA,FA,FA,FA,FA,FA,FA,FA ,FA,FA,FA,FA,UNK,FA,FA,FA,FA,FA,FA,FA,FUR
Middle Kootenai,Linklater Creek-Kootenai River,170101010606,170101010606-Lake Koocanusa,26085.0918,4468.056152,3.922413111,104.2664779,0,3.922413111,0,0,10.07510281,0,0,17.12877297,2.333598198,0,0,0,1.443147887,0,0,FA,FA,FA,FA,FAR,FA,FA,FAR,FA,FA,FA,FAR,FAR,FA,FA,FAR,FAR,FAR,FAR,FA,FA,FAR
Middle Kootenai,Fortine Creek,170101010701,Lake Creek-Swamp Creek,28964.82031,26189.24023,16.1713028,1271.081093,12.33849621,3.319387436,3.319387436,7.690865517,133.0417786,3,1,90.41740964,4.85344776,76.29871485,100,47.55872556,3.251210708,3,1,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Fortine Creek,170101010702,Upper Fortine Creek,25131.55078,23959.22852,25.05506516,1331.980055,14.70617485,5.385215759,5.385215759,11.95621014,112.8257599,9,1,95.33525696,5.559361206,58.69541651,100,47.71973277,3.013806821,9,1,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Fortine Creek,170101010703,Edna Creek,14891.33594,9601.098633,9.87477684,390.8024938,9.87477684,0.569957614,0,3.837030172,48.73743057,0,0,64.47439419,4.070393491,100,0,38.85687985,3.248790244,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Fortine Creek,170101010704,Middle Fortine Creek,23556.4043,15835.86816,16.29715347,832.2118803,13.89423847,4.222255707,2.198261261,6.745372772,89.65920258,0,0,67.22531998,5.255233699,85.25561531,52.0636696,41.38988311,3.623539237,0,0,FA,FUR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Fortine Creek,170101010705,Deep Creek,12416.29199,10508.58301,8.410479546,186.4156465,0.019562038,0,0,1.981030941,29.3527813,0,0,84.63543717,1.773937042,0.232591228,0,23.55431614,1.787660621,0,0,FA,FA,FA,FUR,FAR,FA,FAR,FAR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FAR,FAR,FAR,FAR,FAR,FUR
Middle Kootenai,Fortine Creek,170101010706,Meadow Creek,17500.43359,8173.158691,1.649116516,444.9076872,1.649116755,0,0,0.507019997,50.4673233,0,0,46.70260681,5.443521948,100.0000145,0,30.74494687,3.951848745,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Fortine Creek,170101010707,Lower Fortine Creek,39087.55469,23917.85547,24.27327728,756.2185603,17.58177567,6.467533588,1.731928706,8.779836655,115.3103485,0,0,61.19046244,3.161732294,72.43264047,26.7788127,36.17079207,3.085503345,0,0,FA,FUR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Tobacco River,170101010801,Upper Grave Creek,28222.32031,28234.68164,35.28026962,1266.983807,0,0,0,12.78604031,50.59003448,0,0,100.0437998,4.487331653,0,0,36.24133388,1.146732323,0,0,FA,FA,FA,FUR,FAR,FA,FAR,FAR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FAR,FAR,FAR,FAR,FAR,FUR
Middle Kootenai,Tobacco River,170101010802,Lower Grave Creek,20024.78125,16146.76172,22.98060036,2865.48532,4.197021008,3.778338432,0,6.333172798,39.86858368,0,0,80.63389815,17.74650156,18.26332186,0,27.55877871,1.580248349,0,0,FA,FAR,FA,FUR,FAR,FA,FAR,FAR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FAR,FAR,FAR,FUR,FUR,FUR
Middle Kootenai,Tobacco River,170101010803,Therriault Creek,13520.22852,7026.657715,8.257268906,666.4410444,1.691497087,0.59740746,0,2.657166958,23.20444489,1,0,51.97144195,9.484467174,20.48494613,0,32.17973144,2.113500519,1,0,FA,FAR,FA,FUR,FAR,FAR,FAR,FAR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FAR,FAR,FAR,FUR,FUR,FUR
Middle Kootenai,Tobacco River,170101010804,Sinclair Creek,8084.639648,4056.650146,2.859025955,39.97231198,0,0,0,0.187952667,3.953173399,0,0,50.17725369,0.985352706,0,0,6.574010534,0.623674925,0,0,FA,FA,FA,FAR,FA,FA,FAR,FA,FAR,FA,FA,FA,FA,FA,FAR,FAR,FA,FA,FA,FA,FA,FA
Middle Kootenai,Tobacco River,170101010805,Indian Creek,11361.2666,5064.09375,2.195789814,7.536458904,0,0,0,0,1.062860608,0,0,44.57332028,0.148821473,0,0,0,0.134324288,0,0,FA,FA,FA,FA,FA,FA,FA,FA,FA ,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
Middle Kootenai,Tobacco River,170101010806,Tobacco River,40034.55469,12499.55176,4.680761814,551.9414131,1.909818172,1.424332976,0.379449993,1.528332949,79.37210083,0,0,31.22190781,4.415689648,40.80143892,26.64053979,32.65137192,4.063997295,0,0,FA,FUR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Pinkham Creek-Kootenai River,170101010901,Sink Creek,7882.354492,1836.938965,0,653.8530754,0,0,0,0,11.27311802,0,0,23.30444497,35.5947088,0,0,0,3.927618538,0,0,FAR,FA,FA,FA,FUR,FA,FA,FUR,FAR,FA,FA,FUR,FUR,FAR,FA,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Middle Kootenai,Pinkham Creek-Kootenai River,170101010902,Young Creek,14814.50293,14112.92969,22.88799858,3999.144069,5.940327168,0.247780263,0.132016018,7.528831005,76.12014771,0,1,95.26428092,28.33673913,25.95389521,53.27947279,32.89423048,3.451933483,0,1,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Pinkham Creek-Kootenai River,170101010903,Phillips Creek,35408.60938,6257.40332,4.826741219,43.51375725,0.287397295,0.292272389,0,0,6.926539421,0,0,17.67198269,0.695396397,5.954271883,0,0,0.708438469,0,0,FA,FA,FA,FA,FA,FA,FA,FA,FA ,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
Middle Kootenai,Pinkham Creek-Kootenai River,170101010904,Dodge Creek,10766.18359,10203.75293,13.96232891,977.3287623,2.906095505,0,0,7.036632538,70.96703339,1,1,94.77595139,9.578130409,20.81383072,0,50.39726956,4.45119572,1,1,FA,FAR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Pinkham Creek-Kootenai River,170101010905,Sullivan Creek,11110.0957,11110.0957,11.44771957,645.424942,1.776623726,0,0,5.695407391,72.03936768,3,0,100,5.809355376,15.51945533,0,49.75145795,4.149846819,3,0,FA,FAR,FA,FUR,FUR,FAR,FAR,FUR,FUR,FAR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Pinkham Creek-Kootenai River,170101010906,Upper Pinkham Creek,18217.10938,18217.02539,23.29191589,1257.696173,8.673615456,3.070418119,3.070418119,8.956977844,83.69223785,0,0,99.99953898,6.903960148,37.23873766,100,38.45530735,2.940273238,0,0,FA,FUR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Pinkham Creek-Kootenai River,170101010907,Lower Pinkham Creek,31027.21484,23746.51758,13.36751366,1578.210449,9.142786026,5.133370399,4.431627274,5.606390953,140.1392975,0,0,76.53448013,6.646071131,68.39556151,86.32977807,41.94041687,3.776939086,0,0,FA,FUR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Pinkham Creek-Kootenai River,170101010908,Poverty Creek-Lake Koocanusa,30735.0293,22224.67773,19.23947144,1059.961302,8.453104973,16.13363266,1.906497717,3.309858561,107.4592133,0,0,72.31057931,4.769298862,43.93626406,11.81691537,17.20347969,3.094483407,0,0,FA,FUR,FAR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Big Creek,170101011001,Upper South Fork Big Creek,15029.27246,15025.68457,7.484155178,519.7315648,7.484155178,4.039550304,0,0.044814669,38.53400803,0,0,99.97612732,3.458954315,100,0,0.598793952,1.641307258,0,0,FA,FUR,FA,FA,FAR,FA,FAR,FAR,FA,FA,FUR,FAR,FAR,FAR,FUR,FAR,FAR,FAR,FAR,FUR,FUR,FUR
Middle Kootenai,Big Creek,170101011002,Lower South Fork Big Creek,32477.16797,32477.16797,38.80843735,1128.785794,21.7399807,8.472027779,0,11.59484577,89.82481384,1,1,100,3.475628771,56.01869641,0,29.87712612,1.770101411,1,1,FA,FUR,FA,FUR,FAR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Middle Kootenai,Big Creek,170101011003,Big Creek,40197.17969,40197.17969,36.04399872,2056.572043,18.60469246,6.201621056,0,7.304380894,113.557991,0,1,100,5.116209792,51.61661614,0,20.2651791,1.808015259,0,1,FA,FUR,FA,FUR,FAR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Middle Kootenai,Tenmile Creek-Kootenai River,170101011101,Boulder Creek,11657.90723,11657.90723,12.44568825,494.0106128,1.003794193,0.147680238,0,5.381962776,51.291996,4,0,100,4.237558278,8.065397215,0,43.24359303,2.815846515,4,0,FA,FA,FA,FUR,FUR,FAR,FAR,FUR,FUR,FAR,FAR,FUR,FUR,FA,FAR,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Middle Kootenai,Tenmile Creek-Kootenai River,170101011102,Sutton Creek,21767.0293,21767.0293,21.91456413,1553.603623,5.798445225,0.043630645,0.035928212,5.73970747,86.25190735,0,0,100,7.137416879,26.45932262,82.34627833,26.19129194,2.536001581,0,0,FA,FUR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Tenmile Creek-Kootenai River,170101011103,McGuire Creek,11349.77637,11349.77637,0.151280656,869.6383864,0.151280671,0.151280656,0,0.045983575,48.82248306,0,0,100,7.662163185,100.0000099,0,30.3962029,2.753040073,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Tenmile Creek-Kootenai River,170101011104,Gold Creek-Lake Koocanusa,29397.26367,28412.31836,17.17303467,1043.476561,5.075860023,9.387568474,0,1.949205518,73.44206238,1,0,96.64953404,3.672620261,29.55715237,0,11.35038481,1.654314841,1,0,FA,FUR,FA,FAR,FAR,FAR,FAR,FAR,FAR,FAR,FUR,FAR,FAR,FAR,FUR,FAR,FAR,FAR,FAR,FUR,FUR,FUR
Middle Kootenai,Tenmile Creek-Kootenai River,170101011105,Tenmile Creek,10417.2334,10417.2334,7.548364162,331.9051828,1.900098205,0.011729499,0,1.586397529,37.3772316,0,0,100,3.18611641,25.17231765,0,21.01644137,2.296332175,0,0,FA,FUR,FA,FUR,FAR,FA,FUR,FAR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Middle Kootenai,Tenmile Creek-Kootenai River,170101011106,Geibler Creek-Lake Koocanusa,37516.51953,36593.33203,17.77874374,1065.207045,7.842657089,9.62980175,0,0.50307256,97.66695404,3,1,97.53925068,2.910932091,44.11254925,0,2.829629399,1.708148647,3,1,FA,FUR,FA,FA,FAR,FUR,FAR,FAR,FA,FUR,FUR,FAR,FAR,FAR,FUR,FAR,FAR,FAR,FAR,FUR,FUR,FUR
Middle Kootenai,Bristow Creek-Kootenai River,170101011201,Fivemile Creek,18440.72656,18166.88086,8.731092453,1176.674944,6.826375484,3.65760088,2.656547546,3.842919588,68.8186264,1,1,98.51499505,6.477033418,78.18466614,72.63087564,44.01418962,2.424407428,1,1,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Bristow Creek-Kootenai River,170101011202,Bristow Creek,14972.2207,14825.22363,10.29907703,803.4640229,8.663223267,0.011099697,0,1.683346629,63.2889061,0,0,99.01820129,5.419574388,84.11650129,0,16.34463577,2.73216114,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Bristow Creek-Kootenai River,170101011203,Warland Creek,8523.287109,7871.666016,0,205.7455271,0,0,0,0,30.85641289,0,0,92.35481469,2.613748179,0,0,0,2.508757893,0,0,FA,FA,FA,FA,FUR,FA,FA,FUR,FAR,FA,FA,FUR,FUR,FAR,FA,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Middle Kootenai,Bristow Creek-Kootenai River,170101011204,Barron Creek,10264.36621,8835.681641,5.397328854,403.7080692,5.397328854,0.893362641,0,4.181043148,43.0068512,2,0,86.08112239,4.56906536,100,0,77.46504357,3.115139939,2,0,FA,FUR,FA,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Bristow Creek-Kootenai River,170101011205,Cripple Horse Creek,21830.99219,21340.18945,11.51935196,826.6171424,11.51935196,0.697889447,0,6.625679016,91.73843384,0,0,97.75180748,3.87352298,100,0,57.51781037,2.751268811,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Bristow Creek-Kootenai River,170101011206,Jackson Creek,9733.09082,7958.313965,6.197445869,299.6370014,6.197445869,0,0,3.816866159,36.48035431,1,0,81.76553689,3.765081432,100,0,61.58772888,2.933715214,1,0,FA,FUR,FA,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Bristow Creek-Kootenai River,170101011207,Canyon Creek,13189.59375,11422.53223,7.785007,455.3984647,7.785006523,0.402245522,0,1.5147084,46.76773834,0,0,86.60260841,3.986843335,99.99999387,0,19.4567378,2.620378034,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Kootenai,Bristow Creek-Kootenai River,170101011208,Little Jackson Creek-Lake Koocanusa,24350.86328,19748.69727,17.1560421,583.81657,11.27707005,16.78158379,0,1.088204265,66.41561127,0,0,81.10060427,2.956228262,65.73235237,0,6.342979682,2.152344058,0,0,FA,FUR,FA,FAR,FAR,FA,FAR,FAR,FAR,FA,FUR,FAR,FAR,FAR,FUR,FAR,FAR,FAR,FAR,FUR,FUR,FUR
