Huc 4th Name,Huc 5th Name,Huc 6th Code,Huc 6th Name,Total HUC Area   ,FS HUC Area,Total Perennial Stream Length,Total ECA Area,Perennial Stream Length Under Non-shading Covertypes,0 - 2% Gradient Perennial Stream Length,0 - 2% Gradient Perennial Stream Length w/in Active Allotment,Perennial Stream Length w/in 300' of Roads,Total Road Length,Number of Barriers on 2nd Order Streams,Number of Barriers on 3rd+ Order Streams,Portion of HUC over External FS Boundary ,Portion of Watershed in ECA,Portion of Perennial Streams under Non-shading Covertype,Portion of Total 0 - 2% Gradient Perennial Stream Length w/in Active Allotment,Portion of Total Perennial Stream Length w/in 300' of Roads,Road Density,Number of Barriers on 2nd Order Streams,Number of Barriers on 3rd+ Order Streams,Portion of Watershed in ECA,Portion of Perennial Streams under Non-shading Covertype,Portion of Total 0 - 2% Gradient Perennial Stream Length w/in Active Allotment,Portion of Total Perennial Stream Length w/in 300' of Roads,Road Density Rating,Barriers by Stream Order  Rating,RCA,Drainage Network,Road Density / Location,Barriers,Large Woody Debris,Sediment,Embeddedness,Temperature,Off-channel Habitat,Floodplain Connectivity,Streambank Stability,Width-Depth Ratio,Peak/Base Flows,Pool Frequency/Quality,Large Pools,INTEGRATED 6th Level HUC Rating
South Fork Flathead,Headwaters South Fork Flathead River,170102090210,Lower White River,10639.78809,10639.00391,12.53743076,471.9870665,7.27915287,6.943293571,0,0,0,0,0,99.99262974,4.436383995,58.05936645,0,0,0,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FAR,FUR,FA,FA,FA,FA,FAR,FAR,FAR
South Fork Flathead,Upper South Fork Flathead River,170102090301,Upper Big Salmon Creek,22664.07422,22514.69336,36.755867,224.3079295,10.56467438,2.073332548,0,0,0,0,0,99.34089141,0.996273527,28.74282458,0,0,0,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FA,FUR,FA,FA,FA,FA,FAR,FAR,FA
South Fork Flathead,Upper South Fork Flathead River,170102090302,Lower Big Salmon Creek,28186.63281,27212.45703,25.72000504,1264.957764,6.673448563,5.327163696,0,0,0,0,0,96.54383768,4.64845112,25.94652899,0,0,0,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FA,FUR,FA,FA,FA,FA,FAR,FAR,FA
South Fork Flathead,Upper South Fork Flathead River,170102090303,Little Salmon Creek,36482.01953,36482.01953,52.20309067,193.0772696,1.127380013,14.01321983,0,0,0,0,0,100,0.529239532,2.15960396,0,0,0,0,0,FA,FA,FA,FA,FA,FA,FA,FA,FA ,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
South Fork Flathead,Upper South Fork Flathead River,170102090304,Lewis Creek-South Fork Flathead River,28284.61523,28284.61523,36.94981766,2348.494642,16.29463387,13.50407028,0,0,0,0,0,100,8.303081456,44.09936205,0,0,0,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FAR,FUR,FA,FA,FA,FA,FAR,FAR,FAR
South Fork Flathead,Upper South Fork Flathead River,170102090305,Black Bear Creek,11845.85254,11845.85254,8.74740696,30.64588118,4.819486141,0,0,0,0,0,0,100,0.258705577,55.09616922,0,0,0,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FAR,FUR,FA,FA,FA,FA,FAR,FAR,FAR
South Fork Flathead,Upper South Fork Flathead River,170102090306,Helen Creek-South Fork Flathead River,24501.88672,24501.88672,32.90391159,370.6076215,10.39241505,4.731947422,0,0,0,0,0,100,1.512567688,31.58413254,0,0,0,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FAR,FUR,FA,FA,FA,FA,FAR,FAR,FAR
South Fork Flathead,Spotted Bear River,170102090401,Wall Creek,11353.0166,11353.0166,16.01451874,343.0859375,0,1.406505704,0,0,0,0,0,100,3.021980409,0,0,0,0,0,0,FA,FA,FA,FA,FA,FA,FA,FA,FA ,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
South Fork Flathead,Spotted Bear River,170102090402,Upper Spotted Bear River,23105.31055,23138.36914,35.75083542,348.1044809,0.238205075,4.087966919,0,0,0,0,0,100.1430779,1.504446916,0.666292333,0,0,0,0,0,FA,FA,FA,FA,FA,FA,FA,FA,FA ,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
South Fork Flathead,Spotted Bear River,170102090403,Middle Spotted Bear River,19426.05859,19425.78711,28.51958084,100.8905563,3.916625738,4.460850239,0,0,0,0,0,99.99860247,0.519364059,13.73311116,0,0,0,0,0,FA,FAR,FA,FA,FA,FA,FA,FA,FA ,FA,FAR,FA,FA,FA,FAR,FA,FA,FA,FA,FAR,FAR,FA
South Fork Flathead,Spotted Bear River,170102090404,Dean Creek,11970.45215,11970.45215,14.59502029,45.77102137,4.355659962,0.193324625,0,0,0,0,0,100,0.382366688,29.84346629,0,0,0,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FAR,FUR,FA,FA,FA,FA,FAR,FAR,FAR
South Fork Flathead,Spotted Bear River,170102090405,Silvertip Creek,14093.47949,14093.47949,11.0017395,236.5538195,1.511481047,1.346835971,0,0,0,0,0,100,1.678462864,13.73856422,0,0,0,0,0,FA,FAR,FA,FA,FA,FA,FA,FA,FA ,FA,FAR,FA,FA,FA,FAR,FA,FA,FA,FA,FAR,FAR,FA
South Fork Flathead,Spotted Bear River,170102090406,Lower Spotted Bear River,39569.23047,39569.23047,45.37238312,768.8439048,23.24466133,19.21653938,0,5.209107876,39.77886963,0,0,100,1.943034766,51.23085836,0,11.48078967,0.643390742,0,0,FA,FUR,FA,FAR,FA,FA,FAR,FA,FAR,FA,FUR,FA,FA,FAR,FUR,FAR,FA,FA,FA,FAR,FAR,FAR
South Fork Flathead,Middle South Fork Flathead River,170102090501,Mid Creek,11625.01172,11625.01172,15.41843796,7.342180729,4.210499287,0,0,0,0,0,0,100,0.06315848,27.30820916,0,0,0,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FA,FUR,FA,FA,FA,FA,FAR,FAR,FA
South Fork Flathead,Middle South Fork Flathead River,170102090502,Gorge Creek,33936.11328,33936.11328,48.49163437,83.90627546,10.61989117,7.956218719,0,0.078764506,0.055095095,0,0,100,0.247247747,21.90046037,0,0.16242906,0.001039037,0,0,FA,FAR,FA,FA,FA,FA,FA,FA,FA ,FA,FAR,FA,FA,FA,FAR,FA,FA,FA,FA,FAR,FAR,FA
South Fork Flathead,Middle South Fork Flathead River,170102090503,Middle Fork Creek-Bunker Creek,27153.62695,27153.62695,37.62862396,104.9787568,7.845867157,5.965071201,0,3.243124247,21.98232841,0,0,100,0.386610441,20.85079477,0,8.618769184,0.518114586,0,0,FA,FAR,FA,FAR,FA,FA,FAR,FA,FAR,FA,FAR,FA,FA,FA,FAR,FAR,FA,FA,FA,FAR,FAR,FA
South Fork Flathead,Middle South Fork Flathead River,170102090504,Middle Fork Flathead River-Lower Bunker Creek,20275.61719,20275.61719,28.42950249,221.4011797,15.71144676,13.65092754,0,0.205080479,6.120238781,0,0,100,1.091957782,55.26458569,0,0.721364996,0.19318538,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FAR,FUR,FA,FA,FA,FA,FAR,FAR,FAR
South Fork Flathead,Middle South Fork Flathead River,170102090505,Harrison Creek- South Fork Flathead River,26868.01953,26868.01953,32.1638298,794.6384971,15.46674919,9.357009888,0,1.162672043,36.28468323,0,0,100,2.9575626,48.08739906,0,3.614843288,0.864306252,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FAR,FUR,FA,FA,FA,FA,FAR,FAR,FAR
South Fork Flathead,Middle South Fork Flathead River,170102090506,Addition Creek,11150.13281,11150.13281,11.7524538,45.68612381,0.871465385,0,0,0.911510646,7.050609589,0,0,100,0.40973614,7.415178136,0,7.755917713,0.404693846,0,0,FA,FA,FA,FAR,FA,FA,FAR,FA,FAR,FA,FA,FA,FA,FA,FAR,FAR,FA,FA,FA,FA,FA,FA
South Fork Flathead,Middle South Fork Flathead River,170102090507,Twin Creek,30247.80859,30247.80859,49.64534378,39.82858099,6.950035572,9.084489822,0,0.423601985,3.300701141,1,0,100,0.131674269,13.99937042,0,0.853256222,0.069838075,1,0,FA,FAR,FA,FA,FA,FAR,FA,FA,FA ,FAR,FAR,FA,FA,FA,FAR,FA,FA,FA,FA,FAR,FAR,FAR
South Fork Flathead,Middle South Fork Flathead River,170102090508,Lower Twin Creek,14314.10938,14314.11035,23.07747841,0.949079128,4.196352959,2.678930759,0,0.202396333,0.205166936,0,0,100.0000068,0.006630375,18.18375857,0,0.877029672,0.009173245,0,0,FA,FAR,FA,FA,FA,FA,FA,FA,FA ,FA,FAR,FA,FA,FA,FAR,FA,FA,FA,FA,FAR,FAR,FA
South Fork Flathead,Middle South Fork Flathead River,170102090509,Tin Creek-South Fork Flathead River,10117.18262,10117.18262,11.59752846,302.661206,7.481145382,6.860827446,0,2.510713339,16.87662697,0,0,100,2.991556222,64.50637659,0,21.64869306,1.067593783,0,0,FA,FUR,FA,FUR,FAR,FA,FUR,FAR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
South Fork Flathead,Lower South Fork Flathead River,170102090601,Sullivan Creek,30908.18164,30908.18164,43.13110733,558.95037,7.607459068,3.516330719,0,7.156698704,34.78841019,0,0,100,1.808422043,17.63798692,0,16.5928935,0.720345919,0,0,FA,FAR,FA,FUR,FA,FA,FAR,FA,FUR,FA,FUR,FAR,FAR,FA,FUR,FUR,FA,FA,FA,FAR,FAR,FAR
South Fork Flathead,Lower South Fork Flathead River,170102090602,Soldier Creek-Hungry Horse Reservoir,24094.55664,24094.55664,46.51613617,595.7661777,14.9478569,12.83461475,0,5.142382145,44.95500565,0,0,100,2.472617308,32.13477759,0,11.05505007,1.194095581,0,0,FA,FUR,FA,FAR,FAR,FA,FAR,FAR,FAR,FA,FUR,FAR,FAR,FAR,FUR,FAR,FAR,FAR,FAR,FUR,FUR,FUR
South Fork Flathead,Lower South Fork Flathead River,170102090603,Quintonkon Creek,18016.20313,18016.20313,26.86355972,152.5997376,5.609217644,4.32588625,0,5.286334991,26.46204185,4,0,100,0.84701386,20.88039598,0,19.67846051,0.940026412,4,0,FA,FAR,FA,FUR,FA,FAR,FAR,FA,FUR,FAR,FUR,FAR,FAR,FA,FUR,FUR,FA,FA,FA,FAR,FAR,FAR
South Fork Flathead,Lower South Fork Flathead River,170102090604,Wheeler Creek,18213.68164,18213.68164,30.28877258,127.1912276,8.321200371,2.891770124,0,4.241311073,25.22785187,1,0,100,0.698327939,27.47288735,0,14.00291498,0.886466861,1,0,FA,FUR,FA,FAR,FA,FAR,FAR,FA,FAR,FAR,FUR,FA,FA,FAR,FUR,FAR,FA,FA,FA,FAR,FAR,FAR
South Fork Flathead,Lower South Fork Flathead River,170102090605,Logan Creek-Hungry Horse Reservoir,19482.86523,19315.83008,34.32436371,308.7222149,10.00110817,9.158524513,0,4.97768116,58.96496964,4,0,99.1426561,1.598286036,29.13705336,0,14.5018891,1.953712598,4,0,FA,FUR,FA,FAR,FAR,FAR,FAR,FAR,FAR,FAR,FUR,FAR,FAR,FAR,FUR,FAR,FAR,FAR,FAR,FUR,FUR,FUR
South Fork Flathead,Lower South Fork Flathead River,170102090606,Graves Creek,22478.20898,22377.05664,33.64367676,296.404863,19.32568169,5.109946251,0,2.041032553,19.29413223,0,0,99.54999821,1.324592719,57.44224041,0,6.06661563,0.551826133,0,0,FA,FUR,FA,FAR,FA,FA,FAR,FA,FAR,FA,FUR,FA,FA,FAR,FUR,FAR,FA,FA,FA,FAR,FAR,FAR
South Fork Flathead,Lower South Fork Flathead River,170102090607,Canyon Creek-Hungry Horse Reservoir,28110.70898,28032.19727,45.55783081,814.2368514,19.2532196,15.98261833,0,3.842017889,55.56090927,0,0,99.72070531,2.904648693,42.26105427,0,8.433276608,1.268504984,0,0,FA,FUR,FA,FAR,FAR,FA,FAR,FAR,FAR,FA,FUR,FAR,FAR,FAR,FUR,FAR,FAR,FAR,FAR,FUR,FUR,FUR
South Fork Flathead,Outlet South Fork Flathead River,170102090701,Dudley Creek-Hungry Horse Reservoir,34513.84766,34324.97266,71.5663147,1167.199506,24.26692009,19.14954758,0,8.226623535,56.7673912,6,0,99.45275589,3.400438269,33.90829917,0,11.49510572,1.058446011,6,0,FA,FUR,FA,FAR,FAR,FAR,FAR,FAR,FAR,FAR,FUR,FAR,FAR,FAR,FUR,FAR,FAR,FAR,FAR,FUR,FUR,FUR
South Fork Flathead,Outlet South Fork Flathead River,170102090702,Wounded Buck Creek,11373.55078,11368.7627,16.17430496,221.0236278,1.682690024,1.61538136,0,3.489080667,11.6356678,0,1,99.95790157,1.944130894,10.40347655,0,21.57175023,0.655025317,0,1,FA,FAR,FA,FUR,FA,FUR,FAR,FA,FUR,FUR,FUR,FAR,FAR,FA,FUR,FUR,FA,FA,FA,FAR,FAR,FUR
South Fork Flathead,Outlet South Fork Flathead River,170102090703,Emery Creek,13937.71973,13937.71973,20.4794178,196.0015596,1.901217818,4.325088978,0,6.236437321,30.64647293,3,0,100,1.406267047,9.283554038,0,30.45221979,1.407241863,3,0,FA,FA,FA,FUR,FAR,FAR,FAR,FAR,FUR,FAR,FAR,FUR,FUR,FA,FAR,FUR,FAR,FAR,FAR,FAR,FAR,FUR
South Fork Flathead,Outlet South Fork Flathead River,170102090704,Hungry Horse Creek,16815.87695,16815.87695,24.66385269,47.31892851,3.223111629,3.043502569,0,3.316235542,9.49286747,1,0,100,0.281394355,13.06815958,0,13.44573203,0.361291605,1,0,FA,FAR,FA,FAR,FA,FAR,FAR,FA,FAR,FAR,FAR,FA,FA,FA,FAR,FAR,FA,FA,FA,FAR,FAR,FAR
South Fork Flathead,Outlet South Fork Flathead River,170102090705,Doris Creek,15336.23438,15336.23438,27.61752701,455.3856654,2.713679075,2.388944387,0,5.047949791,23.82766914,1,0,100,2.969344718,9.825930738,0,18.27806592,0.994358059,1,0,FA,FA,FA,FUR,FA,FAR,FAR,FA,FUR,FAR,FAR,FAR,FAR,FA,FAR,FUR,FA,FA,FA,FAR,FAR,FAR
South Fork Flathead,Outlet South Fork Flathead River,170102090706,Spring Meadow Creek-Hungry Horse Reservoir,22491.96289,22088.9043,31.70594978,809.1308533,11.74923611,15.87764454,0,3.225077629,59.90227509,0,0,98.20798836,3.663064688,37.05688108,0,10.17183731,1.735597907,0,0,FA,FUR,FA,FAR,FAR,FA,FAR,FAR,FAR,FA,FUR,FAR,FAR,FAR,FUR,FAR,FAR,FAR,FAR,FUR,FUR,FUR
South Fork Flathead,Outlet South Fork Flathead River,170102090707,Aurora Creek-Hungry Horse Reservoir,10346.36523,10125.34863,15.81225204,125.8124978,4.620796204,2.140623331,0,2.627104282,18.78432274,0,0,97.8638237,1.242549786,29.22288483,0,16.61435876,1.187313839,0,0,FA,FUR,FA,FUR,FAR,FA,FUR,FAR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Stillwater,Upper Stillwater River,170102100101,Headwaters Stillwater River ,21134.58398,1758.929932,2.017992496,0.82049495,0,0,0,0,0.209737971,0,0,8.322519776,0.046647393,0,0,0,0.076314752,0,0,FA,FA,FA,FA,FA,FA,FA,FA,FA ,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
Stillwater,Upper Stillwater River,170102100103,Hellroaring Creek-Stillwater River,22681.42578,1614.875977,2.981149673,17.56561661,1.341734767,1.089904308,0,0.07663393,1.027502775,0,0,7.119816859,1.087737812,45.00729295,0,2.570616661,0.407215034,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FAR,FUR,FA,FA,FA,FA,FAR,FAR,FAR
Stillwater,Upper Stillwater River,170102100105,Upper Stillwater Lake-Stillwater River,8690.918945,6755.23877,2.873879194,46.95800987,2.764523268,2.422651052,0,0.273840666,7.308452606,0,0,77.72755461,0.695134717,96.19483217,0,9.528607409,0.69241219,0,0,FA,FUR,FA,FAR,FA,FA,FAR,FA,FAR,FA,FUR,FA,FA,FAR,FUR,FAR,FA,FA,FA,FAR,FAR,FAR
Stillwater,Upper Stillwater River,170102100106,Martin Creek,10865.47754,10763.08105,12.84682846,559.5499488,9.680919647,5.115695477,0,5.467747688,63.84895325,0,0,99.05759794,5.198789696,75.356495,0,42.56107027,3.796620119,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Stillwater,Upper Stillwater River,170102100107,Lower Stillwater Lake-Stillwater River,17520.14063,2988.935791,3.609340668,112.861057,3.609341621,3.069670439,0,0.563749254,16.19085312,0,0,17.05999886,3.775961243,100.0000264,0,15.61917551,3.466834593,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Stillwater,Good Creek,170102100201,Alder Creek,5700.959961,5613.527344,1.645677328,265.7665555,0.092629455,1.645677328,0,0.848832369,26.99135399,0,0,98.46635272,4.734394957,5.628652315,0,51.57951406,3.077292671,0,0,FA,FA,FA,FUR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Stillwater,Good Creek,170102100202,Gregg Creek,5972.720703,5884.189941,6.067231178,626.6482043,1.054517031,1.054516792,0,2.634176493,33.38862991,0,0,98.51774817,10.64969368,17.38053158,0,43.41645168,3.631548838,0,0,FA,FAR,FA,FUR,FUR,FA,FAR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Stillwater,Good Creek,170102100203,Upper Good Creek,18926.87109,18318.25195,13.55671597,985.7630669,4.520492077,2.361719131,0,7.959646225,81.60671234,0,0,96.78436474,5.381316238,33.3450379,0,58.71367553,2.851161565,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Stillwater,Good Creek,170102100204,Lower Good Creek,25418.12109,21405.30273,25.550951,879.3065877,7.699446678,9.119893074,0,5.346743107,69.0533371,0,0,84.21276559,4.107891388,30.13369904,0,20.92580862,2.064634931,0,0,FA,FUR,FA,FUR,FAR,FA,FUR,FAR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Stillwater,Logan Creek,170102100301,Squaw Meadows Creek,9803.113281,8735.045898,7.068461418,377.979738,7.068460941,5.8150177,5.8150177,0.537201762,22.33214569,0,0,89.10481444,4.32716373,99.99999325,100,7.59998153,1.63623333,0,0,FA,FUR,FUR,FAR,FAR,FA,FUR,FAR,FAR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Stillwater,Logan Creek,170102100302,Upper Griffin Creek,11442.11328,8495.880859,11.23560047,541.8226002,10.30371761,5.018780708,4.605583191,1.104864597,17.77699661,0,0,74.25097664,6.377474086,91.70598082,91.76697406,9.833605245,1.339152234,0,0,FA,FUR,FUR,FAR,FAR,FA,FUR,FAR,FAR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Stillwater,Logan Creek,170102100303,Sheppard Creek,24136.52344,22769.96484,19.71006012,3079.855833,18.15594482,6.590638161,2.345740318,7.490706921,76.21019745,0,0,94.3382128,13.52595779,92.11511641,35.59200583,38.0044854,2.142055409,0,0,FA,FUR,FUR,FUR,FAR,FA,FUR,FAR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Stillwater,Logan Creek,170102100304,Lowere Griffin Creek,21315.9707,19833.08008,13.85902405,1432.373753,12.58884335,4.443674088,0,5.631894588,67.4684906,0,0,93.04328831,7.222144754,90.83499171,0,40.63702155,2.177162287,0,0,FA,FUR,FA,FUR,FAR,FA,FUR,FAR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Stillwater,Logan Creek,170102100305,Upper Logan Creek,26775.17383,21426.71094,24.04941177,1493.770278,15.89792442,3.214055061,0,8.845975876,134.7080688,0,0,80.02454466,6.971533252,66.10525269,0,36.78250412,4.023630333,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Stillwater,Logan Creek,170102100306,Middle Logan Creek,14998.37305,12284.83105,16.42091179,674.7478543,12.34647369,5.132453442,0,8.90036869,58.70785522,0,0,81.9077577,5.49252856,75.18750391,0,54.20142806,3.058489545,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Stillwater,Logan Creek,170102100307,Evers Creek,7773.783691,4375.05957,4.194547653,210.23442,4.194547653,0.730840862,0,1.420524001,15.98323822,0,0,56.27966694,4.805292741,100,0,33.86596407,2.338087584,0,0,FA,FUR,FA,FUR,FAR,FA,FUR,FAR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Stillwater,Logan Creek,170102100308,Lower Logan Creek,12096.90234,9201.177734,2.858891249,358.0514382,2.842590332,2.718011379,0,0.131490514,25.68996048,0,0,76.06226349,3.891365307,99.42981683,0,4.599353464,1.786898936,0,0,FA,FUR,FA,FA,FAR,FA,FAR,FAR,FA,FA,FUR,FAR,FAR,FUR,FUR,FAR,FAR,FAR,FAR,FUR,FUR,FUR
Stillwater,Lower Stillwater River,170102100401,Tobie Creek-Stillwater River,28679.42969,5365.584961,0,460.519991,0,0,0,0,20.72410774,0,0,18.70882727,8.582847804,0,0,0,2.471944634,0,0,FA,FA,FA,FA,FUR,FA,FA,FUR,FAR,FA,FA,FUR,FUR,FAR,FA,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Stillwater,Lower Stillwater River,170102100402,Lost Creek,15367.43359,13283.35547,4.237447262,638.5922727,4.237447262,0,0,2.419577599,61.04264069,0,0,86.43834631,4.807462047,100,0,57.09988701,2.941070886,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Stillwater,Whitefish River,170102100502,East Fork Swift Creek ,11085.79297,4917.452637,2.849532843,21.98574066,0,0,0,1.196325541,5.687347889,0,0,44.35814967,0.447096135,0,0,41.98321643,0.740200856,0,0,FA,FA,FA,FUR,FA,FA,FAR,FA,FUR,FA,FAR,FAR,FAR,FA,FAR,FUR,FA,FA,FA,FAR,FAR,FAR
Stillwater,Whitefish River,170102100505,Hemlock Creek-Swift Creek,18256.57422,3816.549805,7.82240963,39.17832196,0,0,0,1.070478082,10.11080837,0,0,20.90507101,1.026537684,0,0,13.68476125,1.695488776,0,0,FA,FA,FA,FAR,FAR,FA,FAR,FAR,FAR,FA,FA,FAR,FAR,FA,FAR,FAR,FAR,FAR,FAR,FA,FA,FAR
Stillwater,Whitefish River,170102100506,Whitefish Lake,17119.14063,2757.231934,1.985086918,31.92191584,0,0,0,0,7.939993382,0,0,16.1061352,1.157752289,0,0,0,1.843006278,0,0,FA,FA,FA,FA,FAR,FA,FA,FAR,FA,FA,FA,FAR,FAR,UNK,FA,FAR,FAR,FAR,FAR,FA,FA,FUR
Stillwater,Whitefish River,170102100507,Haskill Creek,8218.856445,3739.795898,4.356734276,27.87864923,0,0,0,0.609707892,7.176675797,0,0,45.50263073,0.74545911,0,0,13.99460819,1.228161278,0,0,FA,FA,FA,FAR,FAR,FA,FAR,FAR,FAR,FA,FA,FAR,FAR,UNK,FAR,FAR,FAR,FAR,FAR,FA,FA,FUR
Swan,Headwaters Swan River,170102110101,Beaver Creek,15754.75879,14306.19629,14.42275429,1019.204267,10.57122135,5.029523373,5.029523373,4.727971554,79.08994293,0,0,90.80555584,7.124215591,73.29544095,100,32.78133607,3.538156646,0,0,FA,FUR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Swan,Headwaters Swan River,170102110102,Headwaters Swan River,27101.27148,24564.37305,20.6583252,432.4500878,12.78901863,3.579831839,1.815241575,1.461534023,33.43579483,0,0,90.63919035,1.760476797,61.90733523,50.70745379,7.074794348,0.87113596,0,0,FA,FUR,FUR,FAR,FA,FA,FUR,FA,FAR,FA,FUR,FAR,FAR,FUR,FUR,FAR,FAR,FAR,FA,FUR,FUR,FUR
Swan,Headwaters Swan River,170102110103,Holland Lake,14515.92285,12531.9375,11.81494999,766.6375898,4.167672157,3.040865183,2.849433899,2.713113546,47.95765305,1,0,86.33235123,6.117470581,35.27456452,93.70470993,22.96339425,2.449174196,1,0,FA,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Swan,Headwaters Swan River,170102110104,Kraft Creek,24786.08203,24481.19336,33.33406448,1164.850123,24.43805695,1.571691036,0,7.756804943,42.29602432,2,0,98.76991986,4.758142734,73.31256276,0,23.26990442,1.105724511,2,0,FA,FUR,FA,FUR,FAR,FAR,FUR,FAR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Swan,Headwaters Swan River,170102110105,Glacier Creek,11009.77344,8170.392578,9.502778053,1071.373246,7.776963711,5.088786125,0,2.451669693,42.07740402,0,0,74.21036068,13.11287353,81.83884404,0,25.79950494,3.295990776,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Swan,Headwaters Swan River,170102110106,Town of Condon-Swan River,31057.83008,18439.55469,18.51406288,1006.305222,6.154110432,5.258516312,4.718990326,3.546253681,62.19230652,0,0,59.37167742,5.457318463,33.24019407,89.73995793,19.15437851,2.158570358,0,0,FA,FUR,FUR,FUR,FAR,FA,FUR,FAR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Swan,Upper Swan River,170102110201,Elk Creek,16778.29883,16276.74512,19.3608532,251.8032115,8.511555672,9.349931717,0,1.419862628,10.76524639,0,0,97.01069986,1.54701207,43.96270963,0,7.333677982,0.423288418,0,0,FA,FUR,FA,FAR,FA,FA,FAR,FA,FAR,FA,FUR,FA,FA,FAR,FUR,FAR,FA,FA,FA,FAR,FAR,FAR
Swan,Upper Swan River,170102110202,Cold Creek,21489.99023,20693.55273,37.69453049,1084.279559,16.22431564,10.2931757,1.042186737,12.3393755,90.97915649,1,0,96.29391409,5.239697468,43.04156448,10.12502621,32.7351882,2.813758512,1,0,FA,FUR,FAR,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
